OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
2025 Season World Championship/Main Event,Gen.G,7,Helper (Kwon Yeong-jae),Coach,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,1,Zeus,Top,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,2,Peanut,Jungle,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,3,Zeka (Kim Geon-woo),Mid,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,4,Viper (Park Do-hyeon),Bot,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,5,Delight,Support,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,6,DanDy,Coach,South Korea
2025 Season World Championship/Main Event,Hanwha Life Esports,7,Mowgli,Coach,South Korea
2025 Season World Championship/Main Event,KT Rolster,1,PerfecT (Lee Seung-min),Top,South Korea
2025 Season World Championship/Main Event,KT Rolster,2,Cuzz,Jungle,South Korea
2025 Season World Championship/Main Event,KT Rolster,3,Bdd,Mid,South Korea
2025 Season World Championship/Main Event,KT Rolster,4,deokdam,Bot,South Korea
2025 Season World Championship/Main Event,KT Rolster,5,Peter (Jeong Yoon-su),Support,South Korea
2025 Season World Championship/Main Event,KT Rolster,6,Score,Coach,South Korea
2025 Season World Championship/Main Event,KT Rolster,7,Sonstar,Coach,South Korea
2025 Season World Championship/Main Event,Movistar KOI,1,Myrwn,Top,Spain
2025 Season World Championship/Main Event,Movistar KOI,2,Elyoya,Jungle,Spain
2025 Season World Championship/Main Event,Movistar KOI,3,Jojopyun,Mid,Canada
2025 Season World Championship/Main Event,Movistar KOI,4,Supa,Bot,Spain
2025 Season World Championship/Main Event,Movistar KOI,5,Alvaro (Álvaro Fernández),Support,Spain
2025 Season World Championship/Main Event,Movistar KOI,6,Melzhet,Coach,Spain
2025 Season World Championship/Main Event,Movistar KOI,7,Zeph,Coach,France
2025 Season World Championship/Main Event,PSG Talon,1,Azhi,Top,Taiwan
2025 Season World Championship/Main Event,PSG Talon,2,Karsa,Jungle,Taiwan
2025 Season World Championship/Main Event,PSG Talon,3,Maple (Huang Yi-Tang),Mid,Taiwan
2025 Season World Championship/Main Event,PSG Talon,4,Betty,Bot,Taiwan
2025 Season World Championship/Main Event,PSG Talon,5,Woody,Support,Taiwan
2025 Season World Championship/Main Event,PSG Talon,6,CorGi,Coach,Taiwan
2025 Season World Championship/Main Event,PSG Talon,7,Zero (Chung Chen-Hua),Coach,Taiwan
2025 Season World Championship/Main Event,T1,1,Doran (Choi Hyeon-joon),Top,South Korea
2025 Season World Championship/Main Event,T1,2,Oner,Jungle,South Korea
2025 Season World Championship/Main Event,T1,3,Faker,Mid,South Korea
2025 Season World Championship/Main Event,T1,4,Gumayusi,Bot,South Korea
2025 Season World Championship/Main Event,T1,5,Keria,Support,South Korea
2025 Season World Championship/Main Event,T1,6,kkOma,Coach,South Korea
2025 Season World Championship/Main Event,T1,7,Tom (Im Jae-hyeon),Coach,South Korea
2025 Season World Championship/Main Event,T1,8,Mata,Coach,South Korea
2025 Season World Championship/Main Event,Team Secret Whales,1,Hiro02,Top,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,2,Pun,Top,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,3,Hizto,Jungle,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,4,Dire,Mid,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,5,Eddie,Bot,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,6,Taki (Đinh Anh Tài),Support,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,7,Naul,Coach,Vietnam
2025 Season World Championship/Main Event,Team Secret Whales,8,Ciel (Trần Tiến Thịnh),Coach,Vietnam
2025 Season World Championship/Main Event,Top Esports,1,369,Top,China
2025 Season World Championship/Main Event,Top Esports,2,Kanavi,Jungle,South Korea
2025 Season World Championship/Main Event,Top Esports,3,Creme,Mid,China
2025 Season World Championship/Main Event,Top Esports,4,JackeyLove,Bot,China
2025 Season World Championship/Main Event,Top Esports,5,Hang,Support,China
2025 Season World Championship/Main Event,Top Esports,6,Homme,Coach,South Korea
2025 Season World Championship/Main Event,Top Esports,7,Ggoong,Coach,South Korea
2025 Season World Championship/Main Event,Vivo Keyd Stars,1,Boal,Top,Brazil
2025 Season World Championship/Main Event,Vivo Keyd Stars,2,Disamis,Jungle,Brazil
2025 Season World Championship/Main Event,Vivo Keyd Stars,3,Mireu,Mid,South Korea
2025 Season World Championship/Main Event,Vivo Keyd Stars,4,Morttheus,Bot,Brazil
2025 Season World Championship/Main Event,Vivo Keyd Stars,5,Trymbi,Support,Poland
2025 Season World Championship/Main Event,Vivo Keyd Stars,6,SeeEl,Coach,South Korea
2025 Season World Championship/Main Event,Vivo Keyd Stars,7,Smiley (Ludvig Granquist),Coach,Sweden
2025 Season World Championship/Play-In,Invictus Gaming,1,TheShy,Top,South Korea
2025 Season World Championship/Play-In,Invictus Gaming,2,Wei (Yan Yang-Wei),Jungle,China
2025 Season World Championship/Play-In,Invictus Gaming,3,Rookie,Mid,South Korea
2025 Season World Championship/Play-In,Invictus Gaming,4,GALA,Bot,China
2025 Season World Championship/Play-In,Invictus Gaming,5,Meiko,Support,China
2025 Season World Championship/Play-In,Invictus Gaming,6,Daeny,Coach,South Korea
2025 Season World Championship/Play-In,Invictus Gaming,7,Mafa,Coach,South Korea
2025 Season World Championship/Play-In,T1,1,Doran (Choi Hyeon-joon),Top,South Korea
2025 Season World Championship/Play-In,T1,2,Oner,Jungle,South Korea
2025 Season World Championship/Play-In,T1,3,Faker,Mid,South Korea
2025 Season World Championship/Play-In,T1,4,Gumayusi,Bot,South Korea
2025 Season World Championship/Play-In,T1,5,Keria,Support,South Korea
2025 Season World Championship/Play-In,T1,6,Tom (Im Jae-hyeon),Coach,South Korea
2025 Season World Championship/Play-In,T1,7,Mata,Coach,South Korea
Season 1 World Championship,against All authority,1,sOAZ,Top,France
Season 1 World Championship,against All authority,2,Linak,Jungle,France
Season 1 World Championship,against All authority,3,MoMa,Mid,Germany
Season 1 World Championship,against All authority,4,Yellowstar,Bot,France
Season 1 World Championship,against All authority,5,kujaa,Support,France
Season 1 World Championship,Counter Logic Gaming,1,HotshotGG,Top,Canada
Season 1 World Championship,Counter Logic Gaming,2,SaintVicious,Jungle,United States
Season 1 World Championship,Counter Logic Gaming,3,bigfatlp,Mid,Canada
Season 1 World Championship,Counter Logic Gaming,4,Chauster,Bot,United States
Season 1 World Championship,Counter Logic Gaming,5,Elementz,Support,Canada
Season 1 World Championship,Epik Gamer,1,Westrice,Top,United States
Season 1 World Championship,Epik Gamer,2,Dan Dinh,Jungle,United States
Season 1 World Championship,Epik Gamer,3,Salce,Mid,United States
Season 1 World Championship,Epik Gamer,4,Dyrus,Bot,United States
Season 1 World Championship,Epik Gamer,5,Doublelift,Support,United States
Season 1 World Championship,Fnatic,1,wewillfailer,Top,Belgium
Season 1 World Championship,Fnatic,2,xPeke,Top,Spain
Season 1 World Championship,Fnatic,3,Cyanide FI,Jungle,Finland
Season 1 World Championship,Fnatic,4,Shushei,Mid,Poland
Season 1 World Championship,Fnatic,5,LaMiaZlt,Bot,Germany
Season 1 World Championship,Fnatic,6,Mellisan,Support,Germany
Season 1 World Championship,Team gamed!de,1,Kevin (Kevin Rubiszewski),Top,Germany
Season 1 World Championship,Team gamed!de,2,Zylor,Jungle,Germany
Season 1 World Championship,Team gamed!de,3,Reyk,Mid,Germany
Season 1 World Championship,Team gamed!de,4,CndyPnda,Bot,Germany
Season 1 World Championship,Team gamed!de,5,Nyph,Support,Germany
Season 1 World Championship,Team Pacific,1,wormy,Top,Philippines
Season 1 World Championship,Team Pacific,2,dabe,Jungle,Philippines
Season 1 World Championship,Team Pacific,3,iddo,Mid,Philippines
Season 1 World Championship,Team Pacific,4,vy,Bot,Philippines
Season 1 World Championship,Team Pacific,5,gibo,Support,Philippines
Season 1 World Championship,TSM,1,TheRainMan,Top,United States
Season 1 World Championship,TSM,2,TheOddOne,Jungle,Canada
Season 1 World Championship,TSM,3,Reginald,Mid,United States
Season 1 World Championship,TSM,4,Chaox,Bot,China
Season 1 World Championship,TSM,5,Xpecial,Support,United States
Season 1 World Championship,Xan,1,Vech,Top,Singapore
Season 1 World Championship,Xan,2,Radeon6870,Jungle,Singapore
Season 1 World Championship,Xan,3,Axion,Mid,Singapore
Season 1 World Championship,Xan,4,d4rkness,Bot,Singapore
Season 1 World Championship,Xan,5,iNtrigueD,Support,Singapore
Season 1 World Championship/Qualifiers/Europe,Fnatic,1,xPeke,Top,Spain
Season 1 World Championship/Qualifiers/Europe,Fnatic,2,Cyanide,Jungle,Finland
Season 1 World Championship/Qualifiers/Europe,Fnatic,3,Shushei,Mid,Poland
Season 1 World Championship/Qualifiers/Europe,Fnatic,4,Lamia,Bot,Germany
Season 1 World Championship/Qualifiers/Europe,Fnatic,5,Mellisan,Support,Germany
Season 1 World Championship/Qualifiers/Europe,SK Gaming,1,Wickd,"Top,Bot",Denmark
Season 1 World Championship/Qualifiers/Europe,SK Gaming,2,farfain,Jungle,Sweden
Season 1 World Championship/Qualifiers/Europe,SK Gaming,3,oce,"Mid,Top",Spain
Season 1 World Championship/Qualifiers/Europe,SK Gaming,4,ALth0r,Mid,France
Season 1 World Championship/Qualifiers/Europe,SK Gaming,5,limelight,Bot,Denmark
Season 1 World Championship/Qualifiers/Europe,SK Gaming,6,Sleezy,Support,Germany
Season 1 World Championship/Qualifiers/Europe,Team gamed!de,1,kev1n,Top,Germany
Season 1 World Championship/Qualifiers/Europe,Team gamed!de,2,Zylor,Jungle,Germany
Season 1 World Championship/Qualifiers/Europe,Team gamed!de,3,Reyk,Mid,Germany
Season 1 World Championship/Qualifiers/Europe,Team gamed!de,4,Candy (Adrian Wübbelmann),Bot,Germany
Season 1 World Championship/Qualifiers/Europe,Team gamed!de,5,Nyph,Support,Germany
Season 1 World Championship/Qualifiers/Europe,Tic-Tacs,1,Karalius,Top,Lithuania
Season 1 World Championship/Qualifiers/Europe,Tic-Tacs,2,sen (European Player),Jungle,
Season 1 World Championship/Qualifiers/Europe,Tic-Tacs,3,fredy122,Mid,United Kingdom
Season 1 World Championship/Qualifiers/Europe,Tic-Tacs,4,yellowpete,Bot,Germany
Season 1 World Championship/Qualifiers/Europe,Tic-Tacs,5,Havoc24,Support,United Kingdom
Season 1 World Championship/Qualifiers/Europe,Wizards e-Sports Club,1,heiN,Top,Spain
Season 1 World Championship/Qualifiers/Europe,Wizards e-Sports Club,2,Araneae,Jungle,Spain
Season 1 World Championship/Qualifiers/Europe,Wizards e-Sports Club,3,Exter,Mid,Spain
Season 1 World Championship/Qualifiers/Europe,Wizards e-Sports Club,4,BarbaQ,Bot,Spain
Season 1 World Championship/Qualifiers/Europe,Wizards e-Sports Club,5,Kaidoh,Support,Spain
Season 1 World Championship/Qualifiers/North America,compLexity Gaming,1,Pwndarz,Top,United States
Season 1 World Championship/Qualifiers/North America,compLexity Gaming,2,shales (Matt Splivalo),Jungle,United States
Season 1 World Championship/Qualifiers/North America,compLexity Gaming,3,FitterHappy,Mid,Canada
Season 1 World Championship/Qualifiers/North America,compLexity Gaming,4,poohbear (Nicholas Harlan),Bot,United States
Season 1 World Championship/Qualifiers/North America,compLexity Gaming,5,Gynsingg,Support,United States
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,1,Elementz,Top,Canada
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,2,Kobe24,Jungle,United States
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,3,HotshotGG,"Mid,Top",Canada
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,4,bigfatjiji,"Bot,Mid",Canada
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,5,Chauster,"Support,Bot",United States
Season 1 World Championship/Qualifiers/North America,Counter Logic Gaming,6,SaintVicious,Support,United States
Season 1 World Championship/Qualifiers/North America,Disciples of Da Gr8 Whale Lord,1,Poisonidon,Top,United States
Season 1 World Championship/Qualifiers/North America,Disciples of Da Gr8 Whale Lord,2,GuardsmanBob,Jungle,Denmark
Season 1 World Championship/Qualifiers/North America,Disciples of Da Gr8 Whale Lord,3,Cirque,Mid,New Zealand
Season 1 World Championship/Qualifiers/North America,Disciples of Da Gr8 Whale Lord,4,Smgzy,Bot,United States
Season 1 World Championship/Qualifiers/North America,Disciples of Da Gr8 Whale Lord,5,Jatt,Support,Canada
Season 1 World Championship/Qualifiers/North America,Epik Gamer,1,Westrice,Top,United States
Season 1 World Championship/Qualifiers/North America,Epik Gamer,2,Dan Dinh,Jungle,United States
Season 1 World Championship/Qualifiers/North America,Epik Gamer,3,Salce,Mid,United States
Season 1 World Championship/Qualifiers/North America,Epik Gamer,4,Dyrus,"Bot,Support",United States
Season 1 World Championship/Qualifiers/North America,Epik Gamer,5,Doublelift,"Support,Bot",United States
Season 1 World Championship/Qualifiers/North America,Rock Solid,1,Voyboy,Top,United States
Season 1 World Championship/Qualifiers/North America,Rock Solid,2,rambo,Jungle,United States
Season 1 World Championship/Qualifiers/North America,Rock Solid,3,scarra,Mid,United States
Season 1 World Championship/Qualifiers/North America,Rock Solid,4,Imaqtpie,Bot,United States
Season 1 World Championship/Qualifiers/North America,Rock Solid,5,L0CUST,Support,United States
Season 1 World Championship/Qualifiers/North America,TSM,1,TheRainMan,Top,United States
Season 1 World Championship/Qualifiers/North America,TSM,2,TheOddOne,Jungle,Canada
Season 1 World Championship/Qualifiers/North America,TSM,3,Reginald,Mid,United States
Season 1 World Championship/Qualifiers/North America,TSM,4,Chaox,Bot,China
Season 1 World Championship/Qualifiers/North America,TSM,5,Xpecial,Support,United States
Season 2 World Championship,Azubu Frost,1,Shy,Top,South Korea
Season 2 World Championship,Azubu Frost,2,CloudTemplar,Jungle,South Korea
Season 2 World Championship,Azubu Frost,3,RapidStar,Mid,South Korea
Season 2 World Championship,Azubu Frost,4,Woong (Jang Gun-woong),Bot,South Korea
Season 2 World Championship,Azubu Frost,5,MadLife,Support,South Korea
Season 2 World Championship,CLG Prime,1,Voyboy,Top,United States
Season 2 World Championship,CLG Prime,2,HotshotGG,Jungle,Canada
Season 2 World Championship,CLG Prime,3,bigfatlp,Mid,Canada
Season 2 World Championship,CLG Prime,4,Doublelift,Bot,United States
Season 2 World Championship,CLG Prime,5,Chauster,Support,United States
Season 2 World Championship,Counter Logic Gaming Europe,1,Wickd,Top,Denmark
Season 2 World Championship,Counter Logic Gaming Europe,2,Snoopeh,Jungle,United Kingdom
Season 2 World Championship,Counter Logic Gaming Europe,3,Froggen,Mid,Denmark
Season 2 World Championship,Counter Logic Gaming Europe,4,yellowpete,Bot,Germany
Season 2 World Championship,Counter Logic Gaming Europe,5,Krepo,Support,Belgium
Season 2 World Championship,Dignitas,1,Crumbzz,Top,Venezuela
Season 2 World Championship,Dignitas,2,IWDominate,Jungle,United States
Season 2 World Championship,Dignitas,3,scarra,Mid,United States
Season 2 World Championship,Dignitas,4,imaqtpie,Bot,United States
Season 2 World Championship,Dignitas,5,Patoy,Support,United States
Season 2 World Championship,Invictus Gaming,1,PDD,Top,China
Season 2 World Championship,Invictus Gaming,2,illuSioN (Chen Xin-Lin),Jungle,China
Season 2 World Championship,Invictus Gaming,3,Zzitai,Mid,China
Season 2 World Championship,Invictus Gaming,4,Kid,Bot,China
Season 2 World Championship,Invictus Gaming,5,XiaoXiao,Support,China
Season 2 World Championship,Moscow Five,1,Darien,Top,Russia
Season 2 World Championship,Moscow Five,2,Diamond (Danil Reshetnikov),Jungle,Russia
Season 2 World Championship,Moscow Five,3,Alex Ich,Mid,Russia
Season 2 World Championship,Moscow Five,4,Genja,Bot,Russia
Season 2 World Championship,Moscow Five,5,GoZu,Support,Armenia
Season 2 World Championship,NaJin Sword,1,MaKNooN,Top,South Korea
Season 2 World Championship,NaJin Sword,2,Watch,Jungle,South Korea
Season 2 World Championship,NaJin Sword,3,SSONG,Mid,South Korea
Season 2 World Championship,NaJin Sword,4,PraY,Bot,South Korea
Season 2 World Championship,NaJin Sword,5,Cain,Support,South Korea
Season 2 World Championship,Saigon Jokers,1,QTV,Top,Vietnam
Season 2 World Championship,Saigon Jokers,2,Violet (Ngô Mạnh Quyền),Jungle,Vietnam
Season 2 World Championship,Saigon Jokers,3,NIXWATER,Mid,Vietnam
Season 2 World Championship,Saigon Jokers,4,Archie (Trần Minh Nhựt),Bot,Vietnam
Season 2 World Championship,Saigon Jokers,5,Junie,Support,Vietnam
Season 2 World Championship,SK Gaming,1,kev1n,Top,Germany
Season 2 World Championship,SK Gaming,2,Araneae,Jungle,Spain
Season 2 World Championship,SK Gaming,3,ocelotee,Mid,Spain
Season 2 World Championship,SK Gaming,4,YellOwStar,Bot,France
Season 2 World Championship,SK Gaming,5,Nyph1,Support,Germany
Season 2 World Championship,Taipei Assassins,1,Stanley,Top,Taiwan
Season 2 World Championship,Taipei Assassins,2,Lilballz,Jungle,Taiwan
Season 2 World Championship,Taipei Assassins,3,Toyz,Mid,Hong Kong
Season 2 World Championship,Taipei Assassins,4,Bebe (Chang Bo-Wei),Bot,Taiwan
Season 2 World Championship,Taipei Assassins,5,MiSTakE,Support,Taiwan
Season 2 World Championship,Team WE,1,Caomei,Top,China
Season 2 World Championship,Team WE,2,ClearLove,Jungle,China
Season 2 World Championship,Team WE,3,Misaya,Mid,China
Season 2 World Championship,Team WE,4,Weixiao,Bot,China
Season 2 World Championship,Team WE,5,Fzzf,Support,China
Season 2 World Championship,TSM,1,Dyrus,Top,United States
Season 2 World Championship,TSM,2,TheOddOne,Jungle,Canada
Season 2 World Championship,TSM,3,Reginald,Mid,United States
Season 2 World Championship,TSM,4,Chaox,Bot,China
Season 2 World Championship,TSM,5,Xpecial,Support,United States
Season 3 World Championship,Cloud9,1,Balls,Top,United States
Season 3 World Championship,Cloud9,2,Meteos,Jungle,United States
Season 3 World Championship,Cloud9,3,Hai,Mid,United States
Season 3 World Championship,Cloud9,4,Sneaky,Bot,United States
Season 3 World Championship,Cloud9,5,LemonNation,Support,United States
Season 3 World Championship,Cloud9,6,Alex Penn,Coach,United States
Season 3 World Championship,Fnatic,1,sOAZ,Top,France
Season 3 World Championship,Fnatic,2,Cyanide,Jungle,Finland
Season 3 World Championship,Fnatic,3,xPeke,Mid,Spain
Season 3 World Championship,Fnatic,4,Puszu,Bot,Estonia
Season 3 World Championship,Fnatic,5,YellOwStaR,Support,France
Season 3 World Championship,Gamania Bears,1,Steak,Top,Taiwan
Season 3 World Championship,Gamania Bears,2,Winds,Jungle,Taiwan
Season 3 World Championship,Gamania Bears,3,Maple (Huang Yi-Tang),Mid,Taiwan
Season 3 World Championship,Gamania Bears,4,NL (Hsiung Wen-An),Bot,Taiwan
Season 3 World Championship,Gamania Bears,5,SwordArt,Support,Taiwan
Season 3 World Championship,Gambit Gaming,1,Darien,Top,Russia
Season 3 World Championship,Gambit Gaming,2,Diamond (Danil Reshetnikov),Jungle,Russia
Season 3 World Championship,Gambit Gaming,3,Alex Ich,Mid,Russia
Season 3 World Championship,Gambit Gaming,4,Genja,Bot,Russia
Season 3 World Championship,Gambit Gaming,5,Voidle,Support,Estonia
Season 3 World Championship,GamingGear.eu,1,Nbs,Top,Lithuania
Season 3 World Championship,GamingGear.eu,2,Alunir,Jungle,Lithuania
Season 3 World Championship,GamingGear.eu,3,Mazzerin,Mid,Lithuania
Season 3 World Championship,GamingGear.eu,4,Deadlybrother,Bot,Lithuania
Season 3 World Championship,GamingGear.eu,5,Inspirro,Support,Lithuania
Season 3 World Championship,Lemondogs,1,zorozero,Top,Denmark
Season 3 World Championship,Lemondogs,2,dexter,Jungle,Germany
Season 3 World Championship,Lemondogs,3,Nukeduck,Mid,Norway
Season 3 World Championship,Lemondogs,4,Tabzz,Bot,Netherlands
Season 3 World Championship,Lemondogs,5,mithy,Support,Spain
Season 3 World Championship,Mineski,1,Snoy,Top,Philippines
Season 3 World Championship,Mineski,2,Kaigu,Jungle,Philippines
Season 3 World Championship,Mineski,3,Yume (Danyll Jann Balisi),Mid,Philippines
Season 3 World Championship,Mineski,4,Exo (Eric Gubatan),Bot,Philippines
Season 3 World Championship,Mineski,5,Tgee,Support,Philippines
Season 3 World Championship,NaJin Black Sword,1,Expession,Top,South Korea
Season 3 World Championship,NaJin Black Sword,2,watch,Jungle,South Korea
Season 3 World Championship,NaJin Black Sword,3,Nagne,Mid,South Korea
Season 3 World Championship,NaJin Black Sword,4,PraY,Bot,South Korea
Season 3 World Championship,NaJin Black Sword,5,Cain,Support,South Korea
Season 3 World Championship,Oh My God,1,Gogoing,Top,China
Season 3 World Championship,Oh My God,2,LoveLin,Jungle,China
Season 3 World Championship,Oh My God,3,Cool,Mid,China
Season 3 World Championship,Oh My God,4,San (Guo Jun-Liang),Bot,China
Season 3 World Championship,Oh My God,5,Bigpomelo,Support,China
Season 3 World Championship,Oh My God,6,comA (Fang Hong-Ri),Support,China
Season 3 World Championship,Royal Club,1,Godlike,Top,China
Season 3 World Championship,Royal Club,2,Lucky (Liu Jun-Jie),Jungle,China
Season 3 World Championship,Royal Club,3,Wh1t3zZ,Mid,Hong Kong
Season 3 World Championship,Royal Club,4,Uzi (Jian Zi-Hao),Bot,China
Season 3 World Championship,Royal Club,5,Tabe,Support,Hong Kong
Season 3 World Championship,Royal Club,6,Chris (Siu Keung),Coach,Hong Kong
Season 3 World Championship,Samsung Ozone,1,Looper,Top,South Korea
Season 3 World Championship,Samsung Ozone,2,DanDy,Jungle,South Korea
Season 3 World Championship,Samsung Ozone,3,Dade,Mid,South Korea
Season 3 World Championship,Samsung Ozone,4,Imp,Bot,South Korea
Season 3 World Championship,Samsung Ozone,5,Mata,Support,South Korea
Season 3 World Championship,SK Telecom T1,1,Impact,Top,South Korea
Season 3 World Championship,SK Telecom T1,2,bengi,Jungle,South Korea
Season 3 World Championship,SK Telecom T1,3,Faker,Mid,South Korea
Season 3 World Championship,SK Telecom T1,4,Piglet,Bot,South Korea
Season 3 World Championship,SK Telecom T1,5,PoohManDu,Support,South Korea
Season 3 World Championship,SK Telecom T1,6,kkOma,Coach,South Korea
Season 3 World Championship,Team Vulcun,1,Sycho Sid,Top,United States
Season 3 World Championship,Team Vulcun,2,Xmithie,Jungle,Philippines
Season 3 World Championship,Team Vulcun,3,mancloud,Mid,United States
Season 3 World Championship,Team Vulcun,4,Zuna,Bot,United States
Season 3 World Championship,Team Vulcun,5,BloodWater,Support,Bulgaria
Season 3 World Championship,TSM,1,Dyrus,Top,United States
Season 3 World Championship,TSM,2,TheOddOne,Jungle,Canada
Season 3 World Championship,TSM,3,Reginald,Mid,United States
Season 3 World Championship,TSM,4,WildTurtle,Bot,Canada
Season 3 World Championship,TSM,5,Xpecial,Support,United States
